number,name,contact,website_link,latitude,longitude,address,ownership,type_of_hospital,specialized_hospital,medical_college,avaleabale_bed,cost_ratings,service_ratings,icu_iccu,nicu,online_survice,emergency_suppory,ambulence_support,basic_ambulence,motorcycle-ambulance,neonatology_ambulence,life_support_ambulance,advanced_life_support_ambulance,source
673,Life Aid Specialized Hospital Ltd,01796-262884,https://www.facebook.com/lifeAIDhospital2013,23.80029,90.3718,Begam Rokeya Sarani Avenue Dhaka 1216 Bangladesh,Private hospital,Hospital,all,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,https://www.facebook.com/lifeAIDhospital2013
674,Newton maternity clinic,,,23.80068,90.3596,Q9X3+R2G Rd Number 6,Private hospital,Clinic,all,0,,,3.8,,,,,,,,,,,
675,Index Sales Center,,,23.80161,90.4245,Amtoli Dhaka - Mymensingh Hwy,Private hospital,Clinic,all,0,,,4,,,,,,,,,,,
676,Building-6 ~ SSMC Mitford Hospital,,,23.80195,90.378,PC62+HFH Mitford Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
677,Lake View Poly Clinic,,,23.80228,90.4164,Lake View Poly Clinic House-5 Rd No 79,Private hospital,Clinic,all,0,,,4.2,,,,,,,,,,,
678,Al-Helal Specialized Hospital Limited (Diagnostic Centre),,_,23.80269,90.3707,150 Begum Rokeya Sarani Mirpur-10 Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
679,Al Helal Specialized Hospital Dhaka,,https://alhelalhospitalbd.com/,23.80269,90.3706,150 Begum Rokeya Sarani Mirpur-10,Private hospital,Hospital,all,0,,,3.5,,,,,,,,,,,
680,Meem Medical Center,,_,23.80311,90.442,Plot # 2185/A Block # I Extension Madani Ave ???? 1229 Bangladesh,Private hospital,Clinic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
681,Exim Bank Hospital,,https://www.eximbankbd.com/,23.80314,90.3726,840 Begum Rokeya Avenue Sarani,Private hospital,Hospital,all,0,,,3.9,,,,,,,,,,,
682,Green Eye Hospital,,https://www.facebook.com/GreenEyeHospital/,23.8037,90.3616,3rd Floor Rupayan Khan Plaza Rd No. 7,Private hospital,Hospital,Eye,0,,,4.5,,,,,,,,,,,
683,OSB EYE HOSPITAL,,,23.8037,90.3616,Plot-7/2 OSB Bhaban Plot # 7/1 Road # 1 Section # 2 Mirpur Mirpur Rd,Private hospital,Hospital,Eye,0,,,3.8,,,,,,,,,,,
684,United Hospital Limited,,https://www.uhlbd.com/,23.80406,90.4157,Plot 15 Rd No 71,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
685,Probin Hospital,,,23.80406,90.4157,Q9HG+6HP Sayed Mahbub Morshed Rd,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
686,Lab One Foundation of Thalassemia & Hospital,,,23.8045,90.3471,House 08 রোড নং. ১২,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
687,Green Crescent Health Services,02-58810486,_,23.80546,90.421,Diplomatic Zone 60 Park Rd Dhaka 1212 Bangladesh,Private hospital,Hospital,all,0,,3,3,0,0,0,0,1,1,1,0,0,0,
688,Step rehabilitation Center,,,23.8059,90.3885,24 14 Khilji Rd,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
689,Dakterkhana Mirpur-10 Dhaka,,,23.8067,90.3688,Doctor’s Table” House-07 Lane- 03 Block- B Section- 10 Mirpur Opposite to the Mosque of Shaheed Abu Taleb School Dhaka,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
690,Radda MCH-FP Centre (Mirpur-10),,http://www.raddacentre.org/,23.8067,90.3688,Plot # 03 Mirpur Rd,Private hospital,Hospital,all,0,,,4.7,,,,,,,,,,,
691,Mirpur Digital Diagnostic Ltd,,_,23.80677,90.3713,Main Road-1 ?????? ?? ?? ???????? ???? 1216 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
692,Mirpur Digital Diagonistic Ltd,,_,23.80677,90.3713,Main Road-1 ?????? ?? ?? ???????? ???? 1216 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
693,Baridhara Genarel Hospital Ltd.,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.80736,90.4177,·,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
694,Al-Shafi Hospital,,http://www.facebook.com/alshafihospitalbd,23.80744,90.3724,House 9 Road 6 Block A Section 10 Mirpur,Private hospital,Hospital,all,0,,,2.8,,,,,,,,,,,
695,M R Dental Care,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.80755,90.4182,QCCG+J5P Merul Bus Stop Bir Uttam Rafiqul Islam Ave,Private hospital,Hospital,Dental,0,,,5,,,,,,,,,,,
696,Directotate Of Nursing Services And Institute,,,23.80763,90.3684,Q99F+W3J,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
697,Aalok Hospital,,,23.80782,90.4283,Q9V3+J86,Private hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
698,Specialized Medical Care (SMC) Hospital,,,23.8079,90.4285,Home Tower South Matuail College Rd,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
699,LV Hospital,,,23.80812,90.4288,V9HV+CJH Rd No 10B,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
700,IBN SINA DIAGNOSTIC & CONSULTATION CENTERMIRPUR-2,10615 +88 09610010615,ibnsinatrust.com,23.80819,90.3575,Hazi Road Shiyalbari Moor 2 Avenue 3 ???? 1216 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,4.2,1,1,1,1,1,1,1,1,1,1,ibnsinatrust.com
701,AL-MADINA MEDICAL SERVICES,#ERROR!,https://www.al-madinamedicalbd.com/index.php?page=2,23.80825,90.4218,Ka-43 6 JagannathpurProgoti Sharani Dhaka 1229 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,https://www.al-madinamedicalbd.com/index.php?page=2
702,Dhaka Healthcare Systems Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.80887,90.3683,08 House # 07 Road 100 Feet Madani Ave,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
703,Dhaka Healthcare Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.80887,90.3683,Muktijodha Tower 1 Gohnobi Road,Private hospital,Hospital,all,0,,,4.7,,,,,,,,,,,
704,Health Care Hospital,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.80887,90.3683,11/1 Rankin St,Private hospital,Hospital,all,0,,,3.2,,,,,,,,,,,
705,Uttara Ma o Shishu Hospital Limited,01761-908008,_,23.80902,90.4216,Dhaka 1212 Bangladesh,Private hospital,Hospital,children,0,,3.2,3.3,1,1,0,0,1,1,1,0,0,0,
706,Baridhara General Hospital Ltd.,1768612835,www.bghbd.com,23.80957,90.4208,Ka-54/1 1212 Progoti Sharani ???? 1212 Bangladesh,Private hospital,Hospital,all,0,140,3.5,4,1,1,1,1,1,1,1,1,1,1,www.bghbd.com
707,Kabiraj Bari,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.80957,90.4214,02 House 28 North 1212 Abdullahbag Masjid Rd,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
708,OGSB Maternity Hospital,,http://www.ogsb.org/,23.80975,90.3678,Zoo Road,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
709,Surovi Meternity Hospital,,,23.80975,90.3678,72 Zia Colony Road,Private hospital,Hospital,all,0,,,3.5,,,,,,,,,,,
710,B.A.V.S Maternity Hospital,,,23.80975,90.3678,7/5/1 Borobagh Main Road Mirpur-2 Beside Thana,Private hospital,Hospital,mother and chield,0,,,4,,,,,,,,,,,
711,TMSS Maternity Hospital,,,23.80975,90.3678,631/5 West Kazipara,Private hospital,Hospital,mother and chield,0,,,4.4,,,,,,,,,,,
712,Evercare Hospital Dhaka,10678,www.evercarebd.com/dhaka/,23.81027,90.4313,Plot 81 Block-E Bashundhara Rd Dhaka 1229 Bangladesh,Private hospital,Hospital,all,0,425,4.5,4.2,1,1,1,1,1,1,1,1,1,1,www.evercarebd.com/dhaka/
713,APOLLO HOSPITALS DHAKA,,,23.81027,90.4313,Plot 81 Block-E Bashundhara Rd Dhaka 1229 Bangladesh,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
714,Popular Diagnostic Centre (Mirpur Unit-01),09666 78780910636,www.populardiagnostic.com,23.81029,90.3634,House # 67 Avenue # 5 Block # C Section-6 Mirpur ???? 1216 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,www.populardiagnostic.com
715,Popular Diagnostic Centre (Mirpur),09666 78780910636,www.populardiagnostic.com,23.81029,90.3634,House # 67 Avenue # 5 Block # C Section-6 Mirpur ???? 1216 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,www.populardiagnostic.com
716,Global Medicare Diagonostic Center,,_,23.81033,90.4125,1213 H-82 Tongi Diversion Rd Dhaka 1212 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
717,DHAKA LAB,01747-172655,_,23.81033,90.4125,Dhaka Bangladesh,Private hospital,Hospital,all,0,,3,3.4,0,0,0,0,1,1,1,0,0,0,
718,DHAKA HEALTHCARE SYSTEMS,,_,23.81033,90.4125,Dhaka Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
719,The Dhaka Diagnostic and Consultation Center,,,23.81033,90.4125,Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
720,DHAKA HOSPITAL (General Hospital & Computerized,,,23.81033,90.4125,Dhaka Bangladesh,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
721,LASIK SIGHT CENTER,,,23.81087,90.4213,NIHARIKA CONCORD TOWER Kemal Ataturk Ave,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
722,The New Hope,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.81116,90.4194,72/7 Lake View Road House 7 Road 3/b,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
723,Arya Diagnostic and Clinic,,_,23.81227,90.3953,256 East Vhashantek Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
724,Lifeline Consultation And Diagnostic Ltd,#ERROR!,https://lifelinediagnostic.com/,23.81229,90.425,K-3/1-C Adept Amir Complex Basundhara Link Road Jagonathpur Vatara ???? ??????? ??????? 1229 ???? 1229 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.4,3.5,0,0,0,0,1,1,1,0,0,0,https://lifelinediagnostic.com/
725,Comunity Based Health Care Project Bangladesh,,,23.81383,90.3726,Infectious Diseases Hospital Unnamed Road,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
726,Clinic,,,23.81408,90.42,2 Mirpur Rd,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
727,Combined Military Hospital (CMH),,https://www.army.mil.bd/,23.81413,90.3961,R97X+QHJ C.M.H In Road,Government hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
728,Combine Military Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.81413,90.3961,R9HQ+8H5,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
729,Dhaka Monorog Clinic,,,23.81512,90.3679,House no 13 Road no 1 Block A,Private hospital,Clinic,Mental Health,0,,,3.8,,,,,,,,,,,
730,Institute Of Leprosy Control Hospital,,,23.81554,90.4212,QCH5+RJQ,Government hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
731,Rowshan Ara Hospital,,,23.81663,90.4256,PCHJ+M5X Kamalapur Manda Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
732,Dhaka Metro Eye Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.81668,90.4211,ka-51 Pragati Avenue Kuril Chowrasta (Vatara) Dhaka-1229 Pragati Ave,Private hospital,Hospital,Eye,0,,,3.6,,,,,,,,,,,
733,Allied Diagnostics Ltd,28411461,http://www.allieddiagnosticsltd.com/,23.81688,90.4214,1st & 2nd Floor SAR Bhaban Ka-78 Pragati Sarani Dhaka 1229 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,http://www.allieddiagnosticsltd.com/
734,International Health Centre Ltd Kuril Biswha Road,,http://www.ihcmedicalbd.com/,23.81712,90.4211,RC9C+283,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
735,INTERNATIONAL HEALTH CENTRE LTD,02-8418303,https://www.ihcmedicalbd.com/gallery.php?gid=1&gname=IHC%20Medical,23.81752,90.4208,RC9C+283 Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.4,0,0,0,0,1,1,1,0,0,0,https://www.ihcmedicalbd.com/gallery.php?gid=1&gname=IHC%20Medical
736,Transworld Medical Center,02-8410110,_,23.81829,90.4212,Ka 86/1 Kuril Bishwaroad Progoti Shoroni Dhaka ???? 1229 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,2.4,0,0,0,0,1,1,1,0,0,0,
737,Mostafa Health Care,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.81844,90.3688,House-1 Banasree Main Rd,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
738,CCDC Diagnostic and Doctors Point,,_,23.81846,90.4211,Ka-90 2nd Floor Progati Sarani Rd Kazibari Biswa Road Dhaka 1229 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
739,Kurmitola General Hospital,,http://kgh.gov.bd/,23.8186,90.4094,Tongi Diversion Rd,Government hospital,Hospital,all,0,,,4.4,,,,,,,,,,,
740,Siraj-Khaleda Memorial Cantonment Board General Hospital,,http://www.siraj-khaledatrust.org/health/,23.8186,90.4094,1206 Rd No. 04,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
741,Ekuria General Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.8186,90.4094,Dhaka - Mawa Hwy,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
742,LAB4 General Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.8186,90.4094,P8JM+5HH Rasel Bhabon Ati Bazar Keranigonj Dhaka,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
743,The Ultima,,,23.81948,90.3654,House 30 11 Rd No 3,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
744,Mirpur General Hospital & Diagnostic Centre,,,23.8207,90.3676,Plot No-10 Road No. 4,Private hospital,Diagnostic,Diagnostic,0,,,4,,,,,,,,,,,
745,Shebika General Hospital & Diagnostic Center,,,23.8207,90.3676,68/K Sonargaon Bhaban,Private hospital,Diagnostic,Diagnostic,0,,,2,,,,,,,,,,,
746,Care Hospital & Diagnostic Center,,,23.8207,90.3676,PC6R+CG6 Kazlar Par Road,Private hospital,Diagnostic,Diagnostic,0,,,3,,,,,,,,,,,
747,Mirpur General Hospital & Diagnostic Centre Rupnagar Branch,,,23.8207,90.3676,House No 16 Road No 10 Rupnagar R/A Adjacent to Monirpur School,Private hospital,Diagnostic,Diagnostic,0,,,4.3,,,,,,,,,,,
748,Jeise General Hospital & Diagnostic Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.8207,90.3676,294/2 South Jatrabari,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
749,Tauhida General Hospital & Diagnostic Center,,,23.8207,90.3676,PCCH+PHH Atish Deepankar Rd,Private hospital,Diagnostic,Diagnostic,0,,,3.5,,,,,,,,,,,
750,Pulse Healthcare Services,,http://mypulse.com.bd/,23.82131,90.3945,House-33 Road-24/30,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
751,Nibedita Shishu Hospital Limited,,,23.82149,90.3726,11 1 Hare St,Private hospital,Hospital,children,0,,,4.1,,,,,,,,,,,
753,A Emdad Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.82149,90.3726,QCJG+6M7,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
754,Dhaka Mahanagar Shishu Hospital,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.82149,90.3726,4/1 Gour Sundor Roy Lane,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
755,Block-BAdministration BuildingNICRH,,,23.82175,90.4318,QCH5+7M3 TB Gate Rd,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
756,CANTT PUBLIC DIAGNOSTIC CENTER,,_,23.8218,90.3933,572/A Choudhury Bari Manikadi Dhaka Cantt Dhaka 1206 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
757,Ishtiyaq Medical Center,02-9836829,https://ishtiyaq-medical-center.business.site/,23.82213,90.3931,571 (1st Floor) ECB Chottor South ManikdiDhaka Cantonment DhakaBangladesh Dhaka 1206 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.5,4.2,0,0,1,1,1,1,1,0,0,0,https://ishtiyaq-medical-center.business.site/
758,Jashim Medical & Diagnostic Ltd.,01974-343707,_,23.82274,90.3625,House- 4 Road- 8 Block- A Sec-11 Nannu Market Pallabi Mirpur-11 Dhaka ???? 1216 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,0,0,0,0,0,0,
759,Rahima Begum Adhunik HospitalAbdulahpur,,,23.82279,90.3691,V9VP+VGM Abdullahpur Hwy,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
760,Aalok Healthcare Ltd. (pallabi),,https://aalokhealthcare.com/,23.82342,90.3643,1/2 11,Private hospital,Diagnostic,Diagnostic,0,,,3.9,,,,,,,,,,,
761,Nobojatok-Shishu & General Hospital,,,23.82345,90.3554,4/4-A 1207 Block-E,Private hospital,Hospital,children,0,,,,,,,,,,,,,,
762,Aleya Islam General Hospital & Pathology,,,23.82345,90.3554,P98C+VR4 Kholif Ghat Main Road,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
763,Bumrungrad Hospital Dhaka Office,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.82377,90.3689,Closed,Private hospital,Diagnostic,Diagnostic,0,,,4.9,,,,,,,,,,,
764,Matribhumi Heart Care,,,23.8243,90.3618,6th Floor Rupayan Taj 1 1/1 1000 Culvert Road,Private hospital,Diagnostic,Heart,0,,,5,,,,,,,,,,,
765,Aalok Healthcare Ltd (Pallabi),10672,https://aalokhealthcare.com/branch_two.php,23.82431,90.3645,11 1/2 ???? 1216 Bangladesh,Private hospital,Hospital,all,0,,3.5,3.5,0,0,0,0,1,1,1,0,0,0,https://aalokhealthcare.com/branch_two.php
766,pacific diagnostic centre,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.82842,90.3639,1st floor 37 Shahid Faroque Rd,Private hospital,Diagnostic,Diagnostic,0,,,5,,,,,,,,,,,
767,Medi-Tech General Hospital (PVT) Ltd,01732-071985,_,23.82858,90.4189,??? ????? ?? ? ?? ??? Dhaka 1205 Bangladesh,Private hospital,Hospital,all,0,,3,3.3,0,0,0,0,1,1,1,0,0,0,
768,Meditech General Hospital,,,23.82876,90.4188,বীর উত্তম এম এ রব সড়ক,Government hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
769,CPHD General Hospital Ltd.,,,23.82876,90.4188,24 Shaheed Tajuddin Ahmed Ave,Government hospital,Hospital,all,0,,,4,,,,,,,,,,,
770,WAIM Bangladesh Chapter,,,23.83007,90.423,"7th floor subastu ittehad square"" house-11 (6th and রোড-০৫",Private hospital,Clinic,all,0,,,,,,,,,,,,,,
771,Lake City Diagnostic & Consultation Centerr,,_,23.83067,90.4239,Kha-48/A Dhaka 1229 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
772,The Concept Home Health Care agency,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.83083,90.4289,88/A Comilla Para Rd,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
773,Gowal Teak Physiotherapy Centre,,,23.83114,90.4247,Salma Market  Gowal Teak Arafah School Road uttara Alaol Ave,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
774,BHALUKA Mohammadia model hospital,,,23.83289,90.4202,RC66+4XQ Bhaluka Bangladesh Dhaka highways,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
775,BANGKOK HOSPITAL OFFICE BANGLADESH,,http://www.lifeandhealthbd.com/,23.83471,90.4199,Block G Level 4 House 32 Road 11,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
776,Sapporo Dental College & Hospital,,http://sdch.edu.bd/,23.83543,90.4188,plot no 24 Sapporo Dental College & Hospital 24 Pepar mill Road,Private hospital,Medical college hospital,Dental,1,,,4.4,,,,,,,,,,,
777,Sima General Hospital,,_,23.8364,90.259,R7P5+HH4 Dhaka - Aricha Hwy Genda 1340 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
778,SAVAR PRIME HOSPITAL,,_,23.8392,90.2557,Thana Rd Bus Stand ????? ??????? 1340 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
779,Popular Diagnostic Center Ltd. (Savar Branch),09666 78780910636,www.populardiagnostic.com,23.83993,90.2572,Nargis Tower House No. E/22 Talbagh Thana Bus Stand Dhaka - Aricha Hwy Savar Union 1340 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,www.populardiagnostic.com
780,Al-Humyra Health Centre Ltd,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.84484,90.4208,,Private hospital,Clinic,all,0,,,3.9,,,,,,,,,,,
781,Dogma Diagnostic Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.84492,90.4207,QCPG+X6X,Private hospital,Diagnostic,Diagnostic,0,,,4,,,,,,,,,,,
782,Asgar Ali Hospital Parking Area,,,23.84882,90.4059,PC5F+C4G,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
783,BANGLADESH LAB,01747-172655,_,23.84938,90.281,R7XJ+QC3 Bangladesh,Private hospital,Hospital,all,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,
784,Rahman Dental Care,,http://rahmandentalcare.com/,23.85149,90.4123,House: 9 (1st floor) Gareeb-e-Nawaz Ave,Private hospital,Clinic,Dental,0,,,3.8,,,,,,,,,,,
785,Dakhin Khan Paribaric Shastha Seba Hospital (Pvt.),,,23.8515,90.4175,2620 Tamij Uddin Road Noyapara Amtola Dakshin Khan Uttara,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
786,IBN SINA DIAGNOSTIC & CONSULTATION CENTER SAVAR,10615 +88 09610010615,ibnsinatrust.com,23.85237,90.2587,V725+WFW N5 Savar Union 1340 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,4.2,1,1,1,1,1,1,1,1,1,1,ibnsinatrust.com
787,Jannah Medical Services,01755-593514,_,23.85298,90.4146,477 Ashkona Medical Road Dhaka 1230 Bangladesh,Private hospital,Hospital,all,0,,_,3.2,0,0,1,0,1,1,1,0,0,0,
788,JAHAN ARA CLINIC (PVT) LIMITED,258950303,www.jahanaraclinic.com,23.8554,90.404,House no 2 & 4 Road no 1 Sector no 1 Uttara model town1230 Dhaka Bangladesh,Private hospital,Clinic,all,0,,_,3,0,0,0,0,0,0,0,0,0,0,www.jahanaraclinic.com
789,JAHAN ARA CLINIC (PVT) LTD.,,_,23.8554,90.404,House 2 & 4 Rd No 1 Dhaka 1230 Bangladesh,Private hospital,Clinic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
790,EPI HEadquater,,,23.85569,90.4045,QCH2+F36,Private hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
791,Jahan Ara Clinic Ltd.,,http://www.jahanaraclinic.com/,23.85576,90.4041,House 2 & 4 Rd No 1,Private hospital,Clinic,all,0,,,3.9,,,,,,,,,,,
792,Jahan Ara Clinic Ltd,,http://www.jahanaraclinic.com/,23.85576,90.4041,H 2 & 4 Rd 1 & Sec 1 Dhaka,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
793,Harun Eye Foundation Hospital,,http://www.hefhbd.com/,23.85813,90.4103,on House no 12/A Road No. 5 Mirpur Rd,Private hospital,Hospital,Eye,0,,,4,,,,,,,,,,,
794,Eye Foundation Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.85813,90.4103,90 Shahid Faroque Rd,Private hospital,Hospital,Eye,0,,,,,,,,,,,,,,
795,National inustituit shamoli,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.85816,90.41,QCCJ+H6H Ananda Nagar Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
796,Safa Dental Care,,,23.8583,90.409,VC55+788 Shahid Latif Rd,Private hospital,Clinic,Dental,0,,,,,,,,,,,,,,
797,Medical College For Women and Hospital,,http://www.medicalcollegeforwomen.edu.bd/,23.85838,90.4004,VC52+87V Plot No 4 Road-8/9 Sector-1,Government hospital,Medical college hospital,all,1,,,4,,,,,,,,,,,
798,KB Diagnostics Center,,,23.85843,90.4023,Road#16 Khairtek Turag,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
799,Square Hospital Consultation & Diagnostic Center Banani,,,23.8607,90.4247,Classic Tower (2nd Floor) House-1 Road-11 Block-F,Private hospital,Diagnostic,Diagnostic,0,,,3.8,,,,,,,,,,,
800,Square Hospital Consultation & Diagnostic Center Uttara,,,23.8607,90.4247,V9FW+PF8 Sonargaon Janapath,Private hospital,Diagnostic,Diagnostic,0,,,4.3,,,,,,,,,,,
801,Popular Diagnostic Centre Unit 1 Uttara,,https://www.populardiagnostic.com/,23.86103,90.4004,H-21 H-21 Road-7,Private hospital,Diagnostic,Diagnostic,0,,,3.6,,,,,,,,,,,
802,Popular Diagnostics Center Ltd. (Uttara Branch),,http://www.populardiagnostic.com/,23.86103,90.4004,J. U. MOAR HOUSE # 21 Rd 7,Private hospital,Diagnostic,Diagnostic,0,,,3.6,,,,,,,,,,,
803,Millennium Orthopaedic Hospital,,,23.86155,90.4002,House 41 Road-7,Private hospital,Hospital,Orthopedic,0,,,3.6,,,,,,,,,,,
804,Baridhara Mohila Somobay Somity Ltd,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.86291,90.4385,QCWH+3Q9,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
805,National Institute of Ear Nose And Throat (ENT) Bangladesh,,http://www.nient.gov.bd/,23.86308,90.4036,Tejgaon Thana Health Complex Love Rd,Government hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
806,Sheikh Hasina National Institute of Burn & Plastic Surgery,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.86309,90.4561,63 A H M Kamruzzaman Sharani,Government hospital,Hospital,all,0,,,4.4,,,,,,,,,,,
